date,sunshine_hr,humidity_mean,temp_min,temp_mean,temp_max,temp_range
1994-01-01,10.0,29.833333333333332,5.9,13.366666666666667,20.8,14.9
1994-01-02,10.0,31.666666666666668,3.2,12.654166666666669,21.1,17.900000000000002
1994-01-03,10.0,23.958333333333332,5.7,15.166666666666666,24.3,18.6
1994-01-04,10.0,20.166666666666668,9.2,17.145833333333332,25.7,16.5
1994-01-05,10.0,23.708333333333332,9.0,17.154166666666665,25.6,16.6
1994-01-06,10.0,21.875,8.2,17.641666666666666,26.6,18.4
1994-01-07,10.0,21.833333333333332,7.9,17.5125,26.5,18.6
1994-01-08,10.0,28.083333333333332,7.1,14.504166666666668,21.1,14.000000000000002
1994-01-09,10.0,21.75,7.0,13.533333333333331,20.2,13.2
1994-01-10,10.0,18.041666666666668,6.4,14.729166666666666,23.6,17.200000000000003
1994-01-11,10.0,15.458333333333334,6.0,14.925,23.5,17.5
1994-01-12,10.0,23.583333333333332,7.7,15.8,23.9,16.2
1994-01-13,10.0081,21.041666666666668,8.5,16.537499999999998,25.0,16.5
1994-01-14,10.007241666666667,17.125,6.2,15.304166666666667,23.6,17.400000000000002
1994-01-15,10.023369444444445,22.791666666666668,5.6,14.520833333333334,23.0,17.4
1994-01-16,10.02301111111111,22.166666666666668,6.0,14.2375,22.1,16.1
1994-01-17,10.022483333333334,20.833333333333332,7.1,15.870833333333332,24.4,17.299999999999997
1994-01-18,10.041294444444446,24.583333333333332,8.0,15.9875,22.6,14.6
1994-01-19,10.041194444444445,35.916666666666664,8.8,14.25,18.6,9.8
1994-01-20,10.040919444444445,33.416666666666664,3.2,11.4375,18.1,14.900000000000002
1994-01-21,10.040477777777776,30.208333333333332,4.2,12.958333333333334,21.2,17.0
1994-01-22,10.0,25.416666666666668,9.1,15.695833333333333,22.5,13.4
1994-01-23,10.016127777777776,30.083333333333332,10.1,16.008333333333333,21.8,11.7
1994-01-24,10.06188611111111,31.75,13.2,16.391666666666666,20.6,8.649999999999997
1994-01-25,10.103208333333335,42.125,7.1,12.883333333333333,18.6,11.500000000000002
1994-01-26,10.08576388888889,42.39583333333333,6.2,11.833333333333334,17.2,11.0
1994-01-27,10.009438888888887,42.39583333333333,7.8,13.383333333333333,19.4,11.599999999999998
1994-01-28,10.103208333333335,37.75,8.6,15.658333333333331,22.8,14.2
1994-01-29,10.103208333333335,19.541666666666668,6.3,15.025,22.9,16.599999999999998
1994-01-30,10.103208333333335,15.583333333333334,4.0,14.133333333333333,23.5,19.5
1994-01-31,10.103208333333335,16.5,6.5,14.729166666666666,23.3,16.8
1994-02-01,10.222547222222222,18.083333333333332,5.6,14.4,22.8,17.200000000000003
1994-02-02,10.28063611111111,15.125,5.6,14.3,22.3,16.700000000000003
1994-02-03,10.311508333333334,16.0,8.4,15.429166666666667,22.1,13.7
1994-02-04,10.313808333333332,19.041666666666668,5.0,14.804166666666667,23.2,18.2
1994-02-05,10.345530555555555,21.541666666666668,8.6,15.658333333333331,22.2,13.6
1994-02-06,10.37785,21.541666666666668,8.6,14.954166666666666,21.6,13.000000000000002
1994-02-07,10.410727777777778,11.75,8.7,15.2875,22.5,13.8
1994-02-08,10.321052777777778,9.125,5.2,15.1125,24.2,19.0
1994-02-09,10.042272222222222,16.708333333333332,8.6,16.912499999999998,25.6,17.0
1994-02-10,10.480977777777778,15.5,9.1,17.349999999999998,25.7,16.6
1994-02-11,10.49556111111111,15.041666666666666,7.9,17.275000000000002,26.2,18.299999999999997
1994-02-12,10.505263888888887,11.916666666666666,6.7,17.304166666666667,26.7,20.0
1994-02-13,9.577451388888882,10.583333333333334,8.0,18.870833333333337,27.6,19.6
1994-02-14,10.524241666666663,9.0,13.6,22.65,30.4,16.799999999999997
1994-02-15,10.294486111111112,10.875,12.7,23.433333333333337,33.4,20.7
1994-02-16,10.461063888888887,9.916666666666666,17.5,25.020833333333332,33.3,15.799999999999995
